"Name","Asset","Asset_Address","Vault_Token","Vault_Token_Address","State","Value","Balance","Token_Per_Share","APR","Bouncer","If_Boostable","If_Experimental","If_Deprecated"
"Pancakeswap BNB/BTCB","PLP-BNB-BTCB","0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082","bPLP-BNB-BTCB","0xaf4B9C4b545D5324904bAa15e29796D2E2f90813","open",47.3356476369536,0.00583748076375238,1.01245767216486,0,"none",FALSE,FALSE,TRUE
"Pancakeswap bBADGER/BTCB","PLP-BBADGER-BTCB","0x5A58609dA96469E9dEf3fE344bC39B00d18eb9A5","bPLP-BBADGER-BTCB","0x857F91f735f4B03b19D2b5c6E476C73DB8241F55","open",26707.6162614481,13.823736057965,1.17799239409392,0,"none",FALSE,FALSE,TRUE
"Pancakeswap bDIGG/BTCB","PLP-BDIGG-BTCB","0x81d776C90c89B8d51E9497D58338933127e2fA80","bPLP-BDIGG-BTCB","0xa861Ba302674b08f7F2F24381b705870521DDfed","open",138154.174822066,3.62751790077839,1.27077424227944,0,"none",FALSE,FALSE,TRUE
