"leaderboard","rank","address","boost","stakeRatio","nativeBalance","nonNativeBalance"
"boost","149","0x7a1F...D807","2000","11.5097583094018","5900.99630298408","512.695066599603"
"boost","150","0x65F5...03E4","2000","1.57012134060916","5826.87074846931","3711.09582282898"
"boost","151","0xcD76...6392","2000","2.84864912585338","5489.55728907959","1927.0738678408"
"boost","152","0xB7DD...fA02","2000","5.45449715059464","5416.76382671508","993.082162692955"
"boost","153","0x5702...A0e9","2000","2.27222313970011","5343.05198958092","2351.46447381312"
"boost","154","0xF613...b2a1","2000","1.22263221192799","5264.4121193941","4305.8019149459"
"boost","155","0x277C...Bbf7","2000","27.3321864113618","5197.10954044746","190.146132557001"
"boost","156","0xe78b...9F3c","2000","1.33783263678385","5158.92407915399","3856.18046481214"
"boost","157","0x27b6...564F","2000","1.73833171569769","5154.78768992739","2965.36480544996"
"boost","158","0xde7e...07be","2000","1.13023756694897","5133.95405929171","4542.36720617118"
"boost","159","0xB4a9...65c0","2000","1.14644879912904","5081.80199506077","4432.64627161844"
"boost","160","0xdf63...3BA0","2000","4.28350440857275","4998.00768263023","1166.80344080597"
"boost","161","0x8026...aE6a","2000","1.83019971997196","4876.32604553988","2664.36826119424"
"boost","162","0xB281...a678","2000","5.46056125258572","4766.00530977906","872.805026685165"
"boost","163","0xF2Df...6297","2000","3.21268595933221","4698.98335361107","1462.63388737435"
"boost","164","0x635E...15A6","2000","3.25583752991194","4581.56113372074","1407.1835869048"
"boost","165","0x65A3...e6F0","2000","48.7283028482299","4564.97644180336","93.6822375288038"
"boost","166","0x05d6...17a1","2000","3.40259398066439","4479.84843611822","1316.59800187017"
"boost","167","0xE986...5c01","2000","2.09241515071339","4473.86247214019","2138.13328134948"
"boost","168","0xaf75...7565","2000","1.11843619803865","4258.9299597899","3807.93286846276"
"boost","169","0xa633...9c17","2000","1.52735855528109","4242.97399317851","2777.98161964508"
"boost","170","0x4F6c...2D63","2000","1.19186317043419","4211.59342643483","3533.6215858575"
"boost","171","0x52d4...7Ad1","2000","24.0378802416945","4167.48924627187","173.371745111003"
"boost","172","0x2F48...B16c","2000","2.36255962377015","4098.37622183435","1734.71864184921"
"boost","173","0x8518...D3E0","2000","1.07318109423346","4062.54880647644","3785.52028945141"
"boost","174","0xc801...FA71","2000","15.2195848526303","4021.19051694204","264.211577114542"
"boost","175","0x6777...0dAb","2000","2.02442324485431","4018.10202931972","1984.81322496812"
"boost","176","0x2EAF...2fd8","2000","3.36629371261219","4008.7999460847","1190.86457936373"
"boost","177","0x0C94...3564","2000","39.8252699425708","3982.08582349077","99.9889223408417"
"boost","178","0x36Dd...1Ab6","2000","2.6206381732861","3951.90783162754","1507.99445414172"
"boost","179","0xecd9...7193","2000","3.56098165489126","3901.7460728526","1095.69395492203"
"boost","180","0x5cCe...77c8","2000","1.03415311442387","3892.8102519732","3764.24941111538"
"boost","181","0x7467...215b","2000","2.79459288048211","3783.6276453198","1353.91014259904"
"boost","182","0x6aE6...8979","2000","1.09828157228276","3777.74686941166","3439.68884186929"
"boost","183","0xfcFF...8ff1","2000","4.15464439861692","3770.72487729228","907.592687968084"
"boost","184","0x35A4...1318","2000","1.50888985041245","3728.38300808959","2470.944454342"
"boost","185","0xDecd...72aA","2000","3.43323324608931","3726.85476713611","1085.52332451669"
"boost","186","0x6554...7cE8","2000","3.50814948407434","3616.1207359289","1030.7772665745"
"boost","187","0x5D58...9438","2000","1.26027703811453","3552.23830492301","2818.61701633271"
"boost","188","0x3162...6423","2000","6.88126188514051","3454.41101386399","502.002550044417"
"boost","189","0x3c41...f5EE","2000","76.4892279217825","3365.5667935698","44.0005329510112"
"boost","190","0xcccE...42f9","2000","1.12991479168782","3330.38022792782","2947.46139481283"
"boost","191","0x25b1...0706","2000","1.178489332228","3205.75216302674","2720.22162217293"
"boost","192","0x66C7...37b1","2000","4.57383816845586","3201.40221852498","699.937798543883"
"boost","193","0x38Ad...3fa8","2000","1.35150940904189","3017.86568036835","2232.95943052869"
"boost","194","0x7c2a...a330","2000","27.3774943065519","2988.88155768614","109.172940526221"
"boost","195","0x698c...22F9","2000","1.46375834468932","2977.25802033715","2033.98192819121"
"boost","196","0xab58...3468","2000","1.57449768949027","2911.69280712098","1849.28363284142"
"boost","197","0x69Af...402a","2000","31.2383346068144","2832.05655644092","90.6596523818249"
"boost","198","0x4252...3205","2000","1.07178391306073","2812.26659126155","2623.91192570754"
"boost","199","0x87C0...6640","2000","3.15091654384373","2803.48889798017","889.737591894535"
"boost","200","0x4893...74b7","2000","2.78559855363853","2732.36851386647","980.890986713595"
"boost","201","0x2b11...B3a3","2000","5.49922083290234","2726.27533662261","495.756657072409"
"boost","202","0x7473...6EAE","2000","1.69113025952451","2689.0127007392","1590.0683496109"
"boost","203","0x0BbA...291A","2000","9.57141127379378","2659.29999244128","277.837814755945"
"boost","204","0xe299...7570","2000","49.4373110506918","2658.49417046008","53.7750560044441"
"boost","205","0x2B16...849F","2000","2.30981916034442","2643.71964398801","1144.55698063991"
"boost","206","0x2d19...24e1","2000","7.15206511976539","2637.89158533538","368.829357837547"
"boost","207","0x974E...c322","2000","1.06966459789001","2566.11261827587","2398.98807844787"
"boost","208","0x3cbE...8E99","2000","1.81822171918489","2550.70672248618","1402.8579108766"
"boost","209","0x5A85...9362","2000","1.29907154687379","2548.93811972772","1962.12296840904"
"boost","210","0xA3af...e3e7","2000","1.17460106381557","2517.09961203251","2142.94000709991"
"boost","211","0x5fe9...661f","2000","6.7114990220523","2514.64568487176","374.677203499437"
"boost","212","0x19BB...5aa8","2000","195.206562154234","2505.295755621","12.8340754940479"
"boost","213","0xD0E0...6796","2000","1.00337209100467","2496.41012212947","2488.02029128579"
"boost","214","0xc179...202C","2000","2.86542602360524","2485.35900763785","867.361079003116"
"boost","215","0x0206...FD84","2000","1.30426806315628","2377.07115340363","1822.53266836206"
"boost","216","0x3Bd0...BF5d","2000","12.1565344135783","2265.40424975896","186.352801932481"
"boost","217","0x7a38...2693","2000","10.5894419997426","2222.84070606665","209.911032717368"
"boost","218","0xa237...69CB","2000","1.19663584873699","2216.27809646916","1852.09067470975"
"boost","219","0xf286...1456","2000","1.33680872868017","2207.71771831859","1651.48361987303"
"boost","220","0x766e...392B","2000","1.41492317719823","2156.00164328952","1523.75880050162"
"boost","221","0x7b37...4954","2000","1.19075678348435","2148.61516049742","1804.41143842172"
"boost","222","0xc5fA...8872","2000","1.15260275008506","2143.43570946604","1859.64826936936"
"boost","223","0xA4e7...57Dc","2000","1.12188667248828","2124.94007418165","1894.07729523042"
"boost","224","0xc099...bc27","2000","5.2469629006932","2083.19278751503","397.028305124821"
"boost","225","0xE629...9e81","2000","1.4601964601065","2030.16347373762","1390.33584123985"
"boost","226","0x378D...4839","2000","1.28893458534921","1899.80308662735","1473.93289637941"
"boost","227","0xFB5B...297f","2000","1.00176500759779","1815.35066062282","1812.1521982246"
"boost","228","0x11B1...888E","2000","1.58879965446857","1763.79943024339","1110.14590498092"
"boost","229","0xecE8...22e7","2000","1.33604352421941","1739.32483719233","1301.84743660094"
"boost","230","0x9305...F78E","2000","1.37434733497602","1691.67604569356","1230.89411434925"
"boost","231","0x6186...9cfE","2000","1.75791225172417","1685.70498970864","958.9244218847"
"boost","232","0xb95e...fDA4","2000","1.80679744448269","1626.24435412441","900.070098665669"
"boost","233","0xF040...d697","2000","3.63255018678182","1585.96920832096","436.599393476245"
"boost","234","0xDB9A...7ecE","2000","3.42377857400355","1576.72108476442","460.52075234547"
"boost","235","0x1c85...eDb1","2000","15.4890646818578","1570.60456560442","101.400865569633"
"boost","236","0xC2f3...E8fB","2000","1.90651641008567","1483.8973768535","778.329191924879"
"boost","237","0x71Fd...94F2","2000","9.95274859714065","1480.0585816693","148.708526817859"
"boost","238","0xd48f...0D5A","2000","1.85177489520158","1456.51285466781","786.549627841922"
"boost","239","0xCed2...7435","2000","14.8253227136963","1424.71834007939","96.1003256113394"
"boost","240","0x0CBe...0763","2000","2.59594262505111","1410.07486961765","543.184142827461"
"boost","241","0x7F89...5f05","2000","11.7965596643363","1377.93234747212","116.807983571509"
"boost","242","0x7a35...ec48","2000","1.20219066943775","1278.38171699541","1063.37684153987"
"boost","243","0x99da...a20a","2000","5.56163412078313","1216.13610713332","218.665248508307"
"boost","244","0xbA74...7A65","2000","14.6595192799859","1174.79160934983","80.1384811406285"
"boost","245","0x5E64...bC44","2000","1.17223463883392","1164.73720634149","993.604153772586"
"boost","246","0xe2C1...aD30","2000","1.23612124471599","1133.98963600679","917.377353438599"
"boost","247","0x1064...97Ce","2000","1.15971835447254","1101.68446023296","949.958630890188"
"boost","248","0x9851...1f51","2000","1.09637287427162","1098.03621909124","1001.51713423293"
"boost","249","0xdE70...4c70","2000","2.11598917781638","1059.55673536415","500.738258244576"
"boost","250","0xd376...B755","2000","9.7810677082463","1033.15130904477","105.627661505065"
"boost","251","0x11f1...72E3","2000","8.00255742371355","1030.65811922961","128.791093229211"
"boost","252","0x33b7...7bdc","2000","1.16063895467059","957.581025474097","825.046429486655"
"boost","253","0x761E...55d3","2000","1.951431596281","953.330072189792","488.528562316317"
"boost","254","0x4E42...A9E7","2000","2.0686931407904","938.404673772742","453.621977696604"
"boost","255","0x7d76...D553","2000","4.87390530712385","897.99899105911","184.246294187654"
"boost","256","0xb53e...01Bb","2000","1.04962804534328","877.966165283267","836.454560430622"
"boost","257","0xdB93...E7bb","2000","3.97978662718801","859.516474268386","215.970491582785"
"boost","258","0xDA25...079b","2000","4.67747448102465","833.602922327369","178.216455420353"
"boost","259","0xF3C0...9131","2000","1.6789038922469","808.699373709706","481.682946501131"
"boost","260","0x80a7...E48B","2000","4.14709452495176","795.881046820946","191.912926515752"
"boost","261","0xE140...2d9D","2000","1.80805969662401","795.727675998033","440.100333790864"
"boost","262","0x832C...98c1","2000","1.208690128683","783.742522359975","648.423035616207"
"boost","263","0x1e01...8eDD","2000","1.61097581293724","772.266375804923","479.378007790742"
"boost","264","0xfa68...4761","2000","5.0316093470435","734.969175482038","146.070397121329"
"boost","265","0x5999...4558","2000","1.56712589404796","717.702640264602","457.973825198397"
"boost","266","0xed53...C301","2000","17.2845416822711","708.996712475432","41.0191213344497"
"boost","267","0xfeEc...2924","2000","4.49488302919617","700.57396790896","155.860333485529"
"boost","268","0x2f05...E6B8","2000","1.82952883025317","674.905322881579","368.895702391411"
"boost","269","0x910D...8f93","2000","1.23821207662113","671.067718870396","541.965089455134"
"boost","270","0x7381...c2B4","2000","1.51794066356672","615.758062279542","405.653578600819"
"boost","271","0xB4AC...8dEA","2000","1.95224274200699","613.94704506785","314.482944081373"
"boost","272","0xB21B...09B2","2000","2.46666169054208","602.033305976399","244.068048847061"
"boost","273","0x8eD3...E3e9","2000","5.38756868595705","599.74741423753","111.320606603272"
"boost","274","0xdD4d...71dd","2000","1.23543066726345","528.411998234288","427.714814142302"
"boost","275","0x9992...3721","2000","1.4500169937179","518.035771033514","357.261861949113"
"boost","276","0x2932...a0D6","2000","3.75256343958824","494.0434400678","131.654920168921"
"boost","277","0x4a7e...e544","2000","1.51857129624517","487.908949255692","321.294726472244"
"boost","278","0x0eE0...2EE3","2000","147.224427696366","476.850993283019","3.2389393577163"
"boost","279","0x57BB...A600","2000","2.04283964216998","434.841986190375","212.861537055581"
"boost","280","0xb4a7...2587","2000","2.53592824072123","426.25","168.084409154564"
"boost","281","0x4B7F...D0B4","2000","1.1886058406882","424.044184242687","356.757614447837"
"boost","282","0xCBe6...80a0","2000","3.00817808306824","421.393888691169","140.082760080933"
"boost","283","0x0320...8394","2000","2.67282542982928","399.744553253132","149.558796018588"
"boost","284","0x0617...30b8","2000","20.8863878763441","373.639972545957","17.8891618195572"
"boost","285","0x23eA...1F70","2000","5.07668069053213","341","67.1698735427571"
"boost","286","0x9807...a07A","2000","2.22666134157418","328.787592463051","147.659451540398"
"boost","287","0x0b7C...bb8b","2000","11.3426649102585","297.656943418504","26.2422407585451"
"boost","288","0xc440...eE0A","2000","3.65182609432227","295.363751973866","80.8811110783964"
"boost","289","0x4030...BEde","2000","1.07371386300618","279.121618274491","259.959033678681"
"boost","290","0xe7ba...3575","2000","1.08647399935967","272.758188558757","251.048979284835"
"boost","291","0x4fBE...e3D7","2000","14.2280903278989","268.917624128084","18.9004720894119"
"boost","292","0x91d2...42eA","2000","13.3009474898208","235.772694326704","17.7260074522616"
"boost","293","0x2F74...7660","2000","1.06311910791429","227.373168836094","213.87365455426"
"boost","294","0xD205...1FAC","2000","5.00971889558428","225.193021366458","44.9512290130589"
"boost","295","0xf1Ea...B661","2000","1.65421890865469","216.849752947486","131.088909583219"
"boost","296","0x03C2...336D","2000","1.24710257727302","170.5","136.716901325651"
"boost","297","0x10FC...0C47","2000","141.945115109176","146.393947622243","1.03134192049966"
"boost","298","0x5853...EB85","2000","2.9847501096292","141.544249146945","47.4224789171812"
"boost","299","0x6Bb4...77dB","2000","4.23806530612685","135.077735008362","31.8724996552281"
"boost","300","0x1622...343d","2000","1.10937215854208","101.356288353473","91.3636488648442"
"boost","301","0xD663...0290","2000","15.3242851630305","33.3459211638519","2.17601805298549"
"boost","302","0x66C6...466E","2000","1.29446067788441","26.7765406342597","20.685480132175"
"boost","303","0x7F3f...7474","2000","1.07557201575385","14.4143949319559","13.4016083728741"
"boost","304","0x5791...62f0","2000","3.76228606524399","13.54892464763","3.60124786171765"
"boost","305","0x2a1E...f57E","2000","1.22967136726894","2.01101776891254","1.63541074667693"
"boost","306","0x73fa...8586","1800","0.971062612855015","682000.001170204","702323.405454835"
"boost","307","0x39DE...d37b","1800","0.918520197330927","652229.712818683","710087.502391301"
"boost","308","0x7338...14d9","1800","0.98231747943105","457884.883488694","466127.187061659"
"boost","309","0xf46a...5F73","1800","0.924672427986029","359110.278189059","388364.860160494"
"boost","310","0xb3F0...e255","1800","0.93783766621064","330121.564782815","352002.885655766"
"boost","311","0x8DE3...4cD3","1800","0.921545238962792","267054.018741581","289789.374900524"
"boost","312","0x465b...D0C2","1800","0.949584731601658","255635.705648684","269207.893873257"
"boost","313","0x82E8...FF1C","1800","0.939293540882792","228586.068553831","243359.566104325"
"boost","314","0xA4c8...457d","1800","0.918683086806883","187767.311577922","204387.469710099"
"boost","315","0x8369...e39a","1800","0.958619276634006","151576.097755352","158119.183965902"
"boost","316","0xaEBC...4719","1800","0.944413774368919","117386.065886139","124295.164971073"
"boost","317","0x66b3...02C3","1800","0.965362412018769","79748.682246326","82610.0967403064"
"boost","318","0x536b...A784","1800","0.929214337531347","72342.5348388089","77853.4423295728"
"boost","319","0x421A...cEde","1800","0.990142850330208","62235.9368925644","62855.5130926907"
"boost","320","0xAD18...a2cD","1800","0.936146375606796","60198.7719824304","64304.8710661412"
"boost","321","0x2d1b...5ECc","1800","0.984660554533494","42792.6276992252","43459.2687827322"
"boost","322","0xB020...Da4C","1800","0.989669823118917","40171.3835568332","40590.6925910241"
